quote,author,emotion
"I ... humiliated as a pet ... my house was burnt, my family was killed. I was such a... powerless kid. Therefore, I returned to this place in order to make those people who put me through such fate taste the same humiliation. The successors of the generations killed three years prior would come to me as long as I am the head of the Phantomhive family that stands in their way. I'm waiting ...for them to come and try to kill me here.",Ciel Phantomhive,motivation
"So what? You're another person, so of course you look different. What do you need to be ashamed for? Besides, I'm free to be with whoever I want. No one has the right to say anything about it.",Ciel Phantomhive,general
Listen when people are talking to you!!!,Ciel Phantomhive,general
"He is nothing more than one of my pawns. However, he is not a normal pawn. He is a pawn that can get across the whole board in one move.",Ciel Phantomhive,general
What are you lazily standing around for? You obtained me my revenge. This is an order! Come and eat my soul already! Until the very moment when you eat all my soul you are my butler - Sebastian Michaelis!,Ciel Phantomhive,general
"*to Sebastian* Let's go, you cat-obsessed moron.",Ciel Phantomhive,general
I'm sorry. Seeing Sebastian's corpse so many times... is just too much for me...,Ciel Phantomhive,general
"I'm a human being, Sebastian!",Ciel Phantomhive,general
"I'm arrogant, but not so much that I'd irresponsibly save someone just to brag about it.",Ciel Phantomhive,general
"*to Sebastian* I don't need your ""fawning"". It's disgusting.",Ciel Phantomhive,general
*to Prince Sohma* Who's my best friend? Don't say such ridiculous things.,Ciel Phantomhive,general
"It's in bad taste to play games that make me feel like throwing up, Demon!",Ciel Phantomhive,general
Enough already! I'm going to feel queer if I continue to live like this!,Ciel Phantomhive,general
"Father, Mother, God, please... Why? Why is there no one? No one comes to our rescue.",Ciel Phantomhive,general
*to Sebastian* You shall never betray me. You shall never leave my side. No matter what!,Ciel Phantomhive,general
I'm afraid today's game was quite uninteresting.,Ciel Phantomhive,general
"To smile happily, I've... forgotten.",Ciel Phantomhive,happiness
"*to Sebastian* You idiot!! Do you think I'd dance with a big, male partner like you?!",Ciel Phantomhive,mindfulness
It's not like I became her fiancée. I was forced to do it.,Ciel Phantomhive,general
"Yes, ""kids"" have a great greed for games.",Ciel Phantomhive,general
"*to Sebastian* Ah, I can finally appear before you in my real form! Because isn't it embarrassing to appear before a handsome guy without makeup?",Grell Sutcliff,general
*to Sebastian* Such an ice king you are! A beautiful tyrant! An angelic devil! A raven with the wings of a dove! My little lamb with the appetite of a wolf... My very own Sebastian DARLING!!!,Grell Sutcliff,general
*to Claude* Ally? What's with that cliched word? Supreme love is always a battle to death!,Grell Sutcliff,grief
I am the queen of all fruits!,Grell Sutcliff,general
"*to Sebastian* This is great! I'm getting goosebumps all over my body, Little Sebas-chan! If I have your child, I will definitely give birth to it!",Grell Sutcliff,general
"I'm going to use the heels of my shoes to step on this cold, uncaring face of yours! I want you to lick my shoes clean!",Grell Sutcliff,general
"A good man's past makes people curious! But if he's a bad man, then it makes me wanna see even more!",Grell Sutcliff,general
"*to Sebastian* Don't say that. I'm sure you'll become addicted to the taste of my ""death scythe"".",Grell Sutcliff,grief
"Even if I'm like this, I'm still the butler of death!",Grell Sutcliff,grief
"Lately, I've only been encountering unsophisticated prey. My scythe and I are unsatisfied.",Grell Sutcliff,general
"Oh, Little Sebas-chan, I do love red the most. Hair, clothes, lipstick, I love them to be red. That's why I love using fresh blood to do make-up for those ugly women. The more flamboyant a woman is, the more she's as beautiful as a poisonous flower, right?",Grell Sutcliff,love
*to Sebastian* I really wanna do some vigorous exercise with you.,Grell Sutcliff,general
"Those round and innocent eyes that know no filth or foulness, those tails that lovingly swish as if they belong to nobility, those paws in the soft shade of warm light pink!",Sebastian Michaelis,hope
*to Grell* You really have no standards.,Sebastian Michaelis,general
"Yes...I am a demon. There's no way I could understand my prey, a human's sense of taste. What I understand is...only the taste of a human's soul.",Sebastian Michaelis,wisdom
*to Grell* Isn't it a hot day?,Sebastian Michaelis,general
"*to Hannah* I have a contract. Even if you steal him from me, he is still my Young Master. The lot of you aren't fit to even lick his soul.",Sebastian Michaelis,general
"Forsake the future, sacrifice your dreams, while stained with deep despair, elude the past, fight the reality, and never relinquish your nobility. Just like that, Young Master. That is the soul I wish to consume.",Sebastian Michaelis,depression
"*to Claude, teasing him* This is your way, right? Day into night, sugar into salt, dark blue into gold. Then I will turn the gold... into black.",Sebastian Michaelis,depression
Young Master... It's time to wake up.,Sebastian Michaelis,general
Now I can show you my true nature.,Sebastian Michaelis,general
"*to Claude* How can you say that. I'm one hell of- wait, it's still early for that.",Sebastian Michaelis,general
"I do not need a thousand souls, I only need one, which is my master's.",Sebastian Michaelis,general
I'm a butler. I can't let my master see the form that speaks badly of my reputation.,Sebastian Michaelis,general
*to Ciel* I shall make it as gentle as possible.,Sebastian Michaelis,general
Heaven? That has no hold over me.,Sebastian Michaelis,general
"*to Ciel* I am your knight, after all.",Sebastian Michaelis,general
Unseemly... ugly... vicious... My true form.,Sebastian Michaelis,general
Cats are great. They don't talk about useless things. Or do them. Nothing is cuter. They are something that don't exist in my world. They have pets over there as well...but...it doesn't quite compare.,Sebastian Michaelis,general
*to Beast*  Wouldn't it be good to forget everything even if it's just for tonight? Indulge in pleasure...breathe a sweet poison deep into your lungs.,Sebastian Michaelis,mindfulness
*to Ciel*  In your current state...you are even more like...My Lady.,Sebastian Michaelis,general
For a king to survive it's good for him to be able to skillfully manipulate the other pieces using both the knight and the queen. Beneath the throne the bodies of your pieces will pile up along with your sins. You must not lose.,Sebastian Michaelis,general
"*to Ciel* You're a child when it's convenient, huh.",Sebastian Michaelis,general
Any game becomes boring when it lacks thrills.,Sebastian Michaelis,general
"As long as there is the contract, I will protect your life. However, if you make a mistake of your own accord, you will possibly suffer a painful experience while alive. You already know that, don't you?",Sebastian Michaelis,grief
"*to William Spears* My, my. How difficult to handle alone. But this large quantity of souls, shall a demon like me offer you assistance with them?",Sebastian Michaelis,grief
"It has nothing to do with England or India. No matter where or when, it's the same. Humanity, that is.",Sebastian Michaelis,general
"*to Ciel* Well, aren't you a very young master. You have summoned me. This fact will not change for all eternity. What has been sacrificed will never be returned. Now... choose.",Sebastian Michaelis,general
*talking to other servants* Why don't you all kneel down on the ground and beg for even a mere scrap of Agni's talents? Perhaps it would even improve you a little.,Sebastian Michaelis,general
"However, when trying to reach your goals, you need to learn how to eat some humble pie occasionally. If you don't, one small trip one day might mean your fall.",Sebastian Michaelis,motivation
Heaven? I don't have an affinity with that place.,Sebastian Michaelis,general
"*about Finnian* I have lived for a long time, but this is my first time meeting a space alien. What kind of counter-attack is that sparkly, smiley face expecting from me?",Sebastian Michaelis,happiness
"It seems your talent for dancing is non-existent. It must be crushing, young master.",Sebastian Michaelis,general
"Now... Earl, give me that!",Undertaker,general
"*to Ciel* You don't need to tell me, I know why you came, with just one look I can tell what's on your mind.",Undertaker,mindfulness
"I wonder, if the butler isn't here, is the earl just a child who can't do anything?",Undertaker,general
"Victoria, aye? I'm not a fan. She sits herself up so high above everyone else, and leaves the painful dirty work to the earl.",Undertaker,grief
Today is a particular woman's special gala. The final great ceremony in each human's life. A funeral.,Undertaker,general
